user_id	pct_rage_click	page_activity_duration	pct_wild_mouse	product_ean	pct_click_product_info	pct_input	pct_scrandom	total_load_time	pct_click	screen_width	pct_scroll_move_duration	ack	pct_mouse_click	pct_doubleclick	mouse_move_total_rel_distance	session_start	screen_height	pct_mouse_move	browser_name	pct_scroll_move	session_id	scroll_move_total_rel_distance	session_duration	wild_mouse_duration
901	59.41160	6.15933	33.63782	6233115067369	45.82189	0.50643	42.36921	3.90971	10.25458	1366	6.39197	0.00000	6.49544	10.90584	11.47974	2019-11-08 14:16:53	768	7.90583	edge	48.68106	1391549	8.80035	111.24655	6.33298
927	41.28311	7.65443	59.90011	4251616422267	45.78506	0.72992	42.23802	3.14230	12.72215	1920	8.04614	0.00000	13.20138	10.81212	7.37403	2020-11-09 08:49:21	600	7.64684	other	67.51005	1003505	9.81789	104.59394	6.30739
2072	42.11075	6.95843	35.88737	8860435961275	40.90189	0.67568	65.32394	4.97936	10.27266	1366	10.50013	0.00000	7.69822	6.38197	12.11622	2020-06-22 15:29:09	600	7.65805	chrome	39.23922	940506	7.93327	133.88142	7.63614
186	44.05741	6.38677	68.60066	5904224997588	27.43113	0.86150	45.15734	6.64297	10.52095	1280	9.82172	0.00000	8.42857	5.50722	11.52610	2023-02-02 01:22:04	lower	9.46976	chrome	64.22945	109662	8.75512	230.72668	6.91422
563	54.99555	10.07592	71.07043	6036175700876	52.28296	0.69653	45.25358	5.31263	9.60172	1920	7.73877	1.00000	10.59405	11.48877	9.68833	2019-07-28 16:41:11	768	7.80618	opera	62.33935	678237	8.11453	180.07574	6.62851
2334	6.52535	9.35350	63.18611	6800243677335	40.98613	0.59763	61.88674	1.30981	7.17654	1280	7.59303	1.00000	10.32619	9.68184	6.36433	2023-01-30 13:40:56	768	6.97972	chrome	31.78811	413247	9.78832	-9.46932	6.79545
1200	37.48944	11.72154	59.22500	7978391331061	25.92291	0.89285	47.23477	4.34422	10.80344	800	6.63094	1.00000	13.14775	8.56420	10.05248	2023-05-27 16:28:02	1080	8.19832	safari	43.57055	135147	6.98526	278.13556	7.16499
618	49.29678	10.54314		2896273585690	32.65959	0.68555	48.12769	10.88111	10.94679	1024	8.00473	1.00000	12.29907	10.73100	10.13824	2022-01-25 03:01:33	1024	6.36981	chrome	59.17147	765339	7.69472	141.23470	6.44653
2306	58.85319	9.42197	56.48477	7942251629773	42.92815	0.51917	66.84827	7.86883	11.01947	lower	6.79588	1.00000	11.96848	10.02497	11.06742	2022-11-08 12:30:53	1080	8.75010	chrome	63.43100	1333463	7.78175	217.91167	4.64670
344	41.94605	11.43876	45.12788	6075935789775	49.49028	0.80404	40.13700	2.75288	9.29890	1024	6.08197	1.00000	14.40130	10.51125	6.28302	2023-02-26 16:52:54	800	7.10246	safari	50.30014	1412440	10.49778	207.92394	5.91045
1033	58.81829	11.35936	54.20853	6986724440855	41.95762	2.35333	50.14265	6.30052	9.03080	1366	7.04330	1.00000	10.45175	10.33462	8.91484	2021-05-28 22:23:21	lower	6.86040	chrome	47.36519	24366	9.08572	177.09182	8.77612
306	68.26869	6.59540	41.88778	7035488505610	67.72600	0.83767	46.95139	2.97749	10.04357	1920	6.41335	0.00000	7.35373	10.67704	9.61785	2020-05-19 03:25:33	lower	6.32958	chrome	43.78944	571658	8.76448	158.40119	7.29559
25	64.90867	8.79818	38.73045	9163564226451	68.71261	1.90995	45.29154	3.21025	4.38076	1280	8.23811	1.00000	5.48430	11.63941	6.58396	2023-07-01 20:56:42	600	8.52171	safari	62.87599	1006087	7.13427	73.04123	8.55839
852	35.70878	10.36980	58.91043	5241239973405	55.83336	2.88724	41.43217	4.47253	3.29389	lower	6.46702	1.00000	6.66600	10.71131	4.98016	2020-02-09 18:07:28	1024	8.31674	edge	59.06497	581817	9.26477	123.47656	9.03984
735	44.80668	8.84782	81.08633	5253781856754	48.68779	0.64525	62.63414	3.86194	7.74507	higher	8.61276	1.00000	8.50742	11.68503	9.10260	2022-07-19 10:59:36	600	7.22596	edge	31.12873	1467050	8.83991	163.29156	6.29459
2454	31.60617	11.28302	30.51097	0359497967250	66.46669	1.38586	48.24630	9.79405	10.91679	1280	7.97953	1.00000	12.62557	9.43575	9.26788	2023-06-11 04:37:43	1024	8.70245	opera	45.00778	108063	7.76302	125.47381	8.20722
787	40.70949	5.64724	33.67611	8578685019546	63.20629	0.78621	54.66477	6.85772	9.34366	1280	9.36541	0.00000	7.64721	8.29397	8.65788	2020-12-04 19:49:15	1080	9.10346	chrome	61.53469	538948	8.89412	101.23329	7.19668
2167	47.82001	6.18707	38.06328	4890568743206	65.37213	0.89392	38.75500	1.06344	10.81324	lower	6.40451	0.00000	6.60075	10.68483	11.30285	2021-09-02 14:13:15	768	8.34397	edge	56.50424	848289	9.90674	105.93431	7.18217
141	73.75740	7.97121	22.16258	2441366548689	45.19282	1.17896	73.77295	6.00564	10.24373	1366	7.63487	0.00000	8.26408	10.08515	10.43305	2021-06-02 02:39:43	1080	8.51406	edge	54.69114	673780	9.56972	184.21065	7.75871
1475	45.88409	10.88710	51.92158	4535581481635	43.68996	0.38412	33.72007	1.07177	10.35365	800	7.86471	1.00000	12.68607	10.43554	9.95723	2022-10-21 01:01:00	800	8.33321	safari	52.14336	514819	11.03789	237.88580	5.84564
1179	59.75124	8.72169	30.88911	7310816137566	37.36356	1.21254	56.66945	4.51565	6.58101	1920	8.38529	1.00000	7.59199	10.15268	7.58622	2021-01-24 12:08:15	768	8.21255	chrome	52.18548	317682	7.87500	155.78329	7.89803
141	49.48924	7.41015	36.66161	0734087403781	15.55949	0.79204	59.50936	4.35491	9.94319	1280	6.91372	0.00000	7.47966	10.72315	10.46008	2021-10-24 21:08:39	600	7.21989	chrome	49.56315	941176	9.56307	215.20361	7.33593
1850	69.76666	9.65764	55.45111	5608876861890	69.22458	3.09869	81.30923	3.85790	3.32147	1280	7.06195	1.00000	5.70817	8.95227	6.02473	2022-06-26 04:22:27	600	9.13684	firefox	41.90798	12055	9.78951	236.84646	9.26442
904	47.12445	8.12857	62.97660	6202348860313	41.19556	0.84220	48.58564	4.37683	10.77381	1280	7.47515	0.00000	7.91686	9.60624	12.18019	2020-11-24 06:02:15	768	8.34269	chrome	74.82899	914845	8.65218	89.88682	7.58856
813	31.77349	9.81149	33.71710	7529580753746	67.42151	1.00191	36.71982	5.14954	9.75919	lower	5.89087	1.00000	9.45798	10.79746	10.33736	2023-07-24 01:02:44	800	8.53716	chrome	67.12676	1441041	8.00103	112.89028	7.30369
801	55.36326	5.77833	58.14834	7585225641687	67.62898	0.89497	73.02182	0.82705	9.84361	1024	10.70661	0.00000	9.81767	5.78199	8.70667	2021-10-09 22:06:36	1024	8.90638	chrome	61.96023	1041327	8.19706	176.21181	6.10755
1889	46.69580	4.26617	20.11633	8012135622196	33.81760	0.72760	60.04148	0.97492	10.46259	1366	4.35051	0.00000	4.59856	14.80148	11.46720	2022-09-04 03:37:30	1024	9.46754	other	59.50709	1340073	8.61921	157.17813	4.95766
1801	34.76846	8.98396	56.64456	4933687272506	62.78515	0.63531	51.74832	1.53315	5.92313	1024	7.92651	1.00000	7.80181	9.28312	7.71678	2022-09-14 13:55:51	800	7.00926	chrome	47.78131	696964	10.52887	137.57894	7.19718
1350	37.76514	4.84873	41.96668	9050023024621	33.26925	0.51671	22.34395	3.80665	10.93633	1920	2.94971	0.00000	7.03893	13.74127	9.85473	2021-09-09 18:39:14	1080	7.29225	safari	95.75633	1166532	11.64347	192.38835	4.50311
2266	62.75514	8.56918	63.83132	0729558640383	45.32856	0.83574	30.21629	4.21662	10.19762	1280	10.09159	0.00000	10.46900	6.37170	11.25980	2019-12-16 02:58:49	768	9.46570	edge	62.44448	915924	9.83857	161.36511	6.47006
1638	39.74271	8.65050	30.48944	9173557957187	43.20526	0.82910	48.39333	4.19802	9.04692	1366	4.40560	1.00000	8.14263	10.43785	11.42854	2020-11-12 15:35:20	768	9.11250	edge	73.41647	1237280	10.27681	255.04315	5.49923
1598	45.98528	8.58626	35.93591	4147315738825	52.59772	0.89556	48.41022	1.51413	8.46364	higher	9.20925	1.00000	8.55642	10.56936	9.03000	2019-10-22 06:24:12	768	9.05590	edge	43.28562	646480	6.98369	158.29564	7.40298
2382	39.86982	8.82391	71.64821	4743481835674	19.55651	0.66221	72.30690	7.49539	11.72245	800	5.58850	1.00000	11.02330	9.23390	11.34966	2023-05-03 00:25:13	800	10.03985	safari	66.51871	697312	9.03310	191.38685	5.84126
2338	40.81368	13.79699	59.08810	6141376158385	49.92330	0.56030	58.73915	4.94594	8.11120	1366	3.69015	1.00000	14.79403	10.13243	8.39664	2023-06-25 12:49:37	600	8.49427	edge	71.67051	1119602	9.01622	239.19427	4.49806
1770	60.74897	8.23145	60.52261	8377903800276	42.43777	0.69428	40.33441	7.52835	10.62616	1024	7.72414	1.00000	9.18878	11.82770	10.14291	2023-07-20 00:03:50	800	7.80207	mobile	63.84750	874713	8.00866	164.72803	6.94834
782	43.81527	8.23083	31.94976	3966315658701	56.19169	0.40306	49.05212	0.51007	10.54159	lower	5.84522	1.00000	10.51196	9.54191	11.71325	2021-09-10 04:59:56	lower	7.98325	opera	79.01740	1065493	7.40897	185.29569	3.88831
2404	67.67908	4.82667	71.74923	0332219146607	44.10213	0.73210	36.78857	2.99522	9.82448	800	10.11039	0.00000	8.21437	7.22489	8.25586	2020-01-09 14:07:16	1024	6.74293	edge	75.09359	1112797	6.44590	203.82393	6.88020
1349	41.98163	11.97057	63.77450	3012638420980	36.54955	0.82228	43.48112	5.38687	5.74285	1366	5.01664	1.00000	9.69398	10.17154	8.46041	2019-02-24 09:46:25	lower	7.81638	chrome	51.74921	160140	8.08070	60.55978	6.51002
444	60.98094	7.90202	31.08716	8936318414425	78.05736	0.75154	51.26473	2.56973	8.02911	1280	9.46134	0.00000	7.34184	6.45617	11.30229	2021-02-16 23:32:46	1024	9.77540	chrome	51.89385	200139	7.80311	227.09865	7.03902
1586	66.44713	9.68497	60.01529	7498497848794	39.09274	0.75265	41.01070	3.98199	11.14978	1366	8.61387	0.00000	11.37627	7.96905	11.54356	2019-04-06 16:50:52	768	7.12104	firefox	40.28831	233251	8.58202	212.94639	6.67552
742	48.52254	5.89257	47.55431	7585283826866	40.53625	0.81631	55.79362	1.46941	10.86412	1024	10.83049	0.00000	10.26756	7.42696	8.64024	2023-06-24 10:53:44	lower	8.70536	chrome	64.52579	36344	8.82998	127.43122	6.41380
1233	58.94032	8.28929	36.00272	8036087882811	46.29119	0.68391	39.93521	1.17470	10.85792	1920	7.20092	1.00000	9.56717	9.50545	10.83566	2019-09-29 08:21:23	1024	8.45148	safari	63.46232	1160679	8.68554	147.13319	6.84718
647	31.57231	7.13107	62.89849	7352905855791	37.77567	0.29816	66.28396	1.00656	9.42781	1920	11.09012	0.00000	12.21358	8.61520	6.35432	2021-11-11 02:26:02	1024	8.75569	chrome	59.61634	969697	8.42773	228.04130	5.27936
2128	49.76459	6.97241	47.44660	9181772013120	30.99150	0.43075	39.91804	0.44447	11.50011	1024	9.30143	0.00000	11.24991	7.33258	9.27880	2021-02-01 17:55:44	600	7.91106	firefox	49.20730	1070612	7.35262	232.48417	6.32700
2469	31.13998	11.72625	70.38489	6951013250439	54.89081	0.91366	64.15191	2.57720	11.27668	1920	7.28288	1.00000	13.84333	8.47325	9.71528	2022-11-01 17:15:13	1080	8.53333	chrome	38.90033	592354	8.00280	202.30430	7.29325
360	51.98395	8.28508	38.91341	7787845766683	57.83789	0.56605	44.20940	2.68288	7.30618	1024	4.94986	0.00000	6.81412	11.24400	11.08757	2018-10-05 10:33:12	1080	8.29025	edge	38.46007	834086	8.86546	149.04751	4.83853
2338	48.75478	10.34688	49.25180	4212449675701	37.43051	0.67500	65.40310	5.05449	10.14489	higher	6.63784	1.00000	11.08917	9.66993	10.02505	2020-08-16 18:40:05	768	8.69664	other	32.35235	1205351	7.23335	89.00185	7.06658
224	18.71962	7.29798	38.23882	9015767475436	32.95617	1.44920	53.13222	1.23882	9.86595	1024	7.97693	0.00000	7.94077	8.46602	10.05873	2019-06-17 22:14:14	higher	7.21186	edge	69.98303	738556	8.66253	38.53535	7.87988
762	33.41370	9.67863	40.55789	3341332600382	44.86639	0.49877	43.99846	2.96903	10.67840	1920	6.30943	1.00000	10.85076	9.09989	10.86967	2021-03-28 06:57:52	1024	8.30428	firefox	72.11444	250816	8.89948	173.22816	6.53606
1747	60.40243	11.12363	56.78087	7145998286852	70.90849	0.44802	53.29110	4.16358	7.92415	1920	6.08820	1.00000	12.07900	10.33969	7.91098	2021-09-04 18:30:53	1024	7.46252	chrome	57.11707	1035111	8.50206	141.20016	5.52630
1585	72.70156	6.66205	22.60958	1520814234211	43.05808	1.06607	50.11933	2.91547	8.28975	800	11.95656	0.00000	5.70133	4.66245	12.92836	2020-01-09 12:22:53	1024	8.30183	safari	78.23064	629881	6.82982	226.64264	7.70861
978	60.81743	11.47460	45.36370	0324058483005	34.60644	0.72918	52.34877	1.75372	5.80312	1024	5.44648	1.00000	10.77179	10.76766	6.11032	2019-03-31 22:22:00	600	9.75813	mobile	58.83925	1206325	8.41401	108.87072	6.55699
975	26.89884	8.98571	45.45298	6022070270279	33.54895	0.68257	70.95416	0.89236	9.86821	1280	6.05677	1.00000	9.35067	10.04084	10.87502	2020-03-22 00:29:57	lower	6.50930	edge	41.39015	939121	8.35839	164.23512	6.31607
635	69.79105	9.09077	42.94232	6384106444390	49.65836	0.79665	66.01048	0.94206	8.45357	1366	11.07918	0.00000	8.67661	6.70870	11.80145	2021-07-06 01:15:04	768	8.13755	chrome	52.74831	1467441	7.69667	193.86425	7.03145
1942	64.09530	11.26202	42.65556	2856581782174	48.96503	0.60787	30.37385	5.98812	5.44137	1366	5.55026	1.00000	8.25403	9.21240	9.73795	2022-10-10 06:50:44	1080	8.82632	mobile	45.99354	1042558	9.20150	216.69381	6.47341
1415	57.41841	9.51449	34.52143	2854235403888	38.93906	0.90186	56.01029	9.14461	7.30719	1920	7.95389	1.00000	9.09094	10.58810	7.45986	2021-05-30 04:35:02	768	7.13546	mobile	54.75368	151978	7.63088	175.12892	7.60946
1254	35.21849	8.70800	48.63133	2506174728217	37.73126	0.52119	35.45735	1.58400	8.36092	800	6.50555	1.00000	9.37177	11.03413	11.05626	2019-03-13 13:38:40	600	6.37678	chrome	73.39967	1115384	9.20551	240.07805	3.57855
1004	64.26273	7.74730	50.81018	8178307981482	48.44682	0.88216	32.27679	4.19344	10.23464	1920	7.23475	0.00000	9.56942	10.34512	8.61931	2021-03-10 08:55:50	1080	8.26749	firefox	51.51107	163897	9.44883	151.71439	7.17582
973	43.20554	5.72628	30.85361	4834999380067	72.20412	0.47268	46.78471	1.08109	10.59582	lower	6.10711	0.00000	8.25274	10.74101	9.57080	2020-01-20 08:14:12	768	9.68920	chrome	82.95367	1067130	8.92545	110.67552	5.55798
127	25.96543	9.16465	40.78238	2967145363613	58.16094	1.27675	29.21002	22.71568	6.19645	1024	7.68501	1.00000	9.62407	9.31022	4.88466	2021-04-09 01:40:23	600	7.21806	edge	54.86021	271930	8.55070	145.90298	7.86604
751	37.07094	8.71862	60.84563	3871332886917	47.73463	0.76537	43.12020	3.65234	9.03670	1280	8.07158	0.00000	10.75919	9.47225	7.05294	2022-09-04 20:53:38	1024	9.14387	firefox	50.12356	7160	6.64972	313.79981	7.24466
1927	53.92846	12.07231	56.70119	9865868216373	55.06297	0.60048	58.91889	3.11821	9.19435	1280	4.83143	0.00000	15.47934	10.56922	7.42777	2023-03-13 02:35:53	1024	8.02837	mobile	40.47184	627611	9.27339	222.01471	3.69104
2448	55.15611	7.67383	28.61382	4198973523193	25.98414	0.53781	58.08772	1.23884	11.00269	1366	10.43838	0.00000	11.20192	8.16698	9.59883	2021-02-16 17:52:50	800	8.74290	safari	66.55822	675863	8.48725	238.34342	6.31608
646	31.01790	11.23326	49.73183	7985648723524	36.15989	0.48727	41.99012	1.29442	7.07613	1366	5.16471	1.00000	12.92225	8.93817	7.24221	2023-04-11 01:35:14	600	7.82542	opera	50.64528	479920	7.03959	267.12236	4.35095
2416	40.30506	8.44707	59.13990	8906805686628	59.43011	0.72091	62.55930	2.00113	10.80575	800	6.72421	1.00000	9.71962	11.35533	11.09993	2022-05-09 01:57:31	lower	8.37115	firefox	30.19337	329488	8.68762	124.95074	5.74348
307	60.39990	9.55714	33.52252	1224845581473	50.34120	0.53151	31.26587	5.98023	10.47253	1280	5.74718	0.00000	10.70499	11.77606	9.91663	2019-06-16 00:16:43	1080	10.70159	firefox	74.83404	860842	8.31219	156.58768	6.14213
981	59.65008	9.92052	56.71662	6097890782868	39.22393	0.86781	53.10531	2.03511	7.65697	1024	7.33652	1.00000	9.95735	10.48097	7.53996	2022-03-05 19:52:41	600	8.80553	chrome	55.11051	1288167	7.50211	108.12627	7.18813
1747	32.36960	10.63151	46.94137	4703659047407	28.58691	0.95028	45.82263	2.22864	8.03454	1920	6.30720	1.00000	12.88167	7.92629	5.44587	2023-03-25 12:34:47	800	8.70529	edge	41.45762	470856	9.72134	215.43347	7.18207
2167	5.56663	6.90122	20.80142	5278213010580	59.12236	0.87808	48.36025	2.61051	10.25399	1024	7.43767	0.00000	7.63830	10.78683	10.65100	2022-11-12 18:48:21	600	6.59722	chrome	52.65220	1241793	7.15272	178.51091	6.75600
1240	63.72620	10.14708	62.88351	1489293371544	55.31856	0.79624	28.39066	9.53703	9.60114	1024	7.59388	1.00000	10.38718	10.55123	9.96898	2018-11-16 01:38:35	768	9.31088	chrome	39.97986	1097771	9.12570	207.31119	7.04971
23	61.46380	6.35248	48.78521	8558105762603	37.69582	0.62341	40.33057	1.32120	10.78040	1280	9.10137	0.00000	9.15574	7.83884	9.69872	2019-06-18 10:30:13	600	7.87658	edge	51.21351	1156974	8.44779	230.45308	6.92394
2317	43.30308	11.80813	64.12374	7707535065261	57.39718	1.00443	38.82222	3.61832	6.38238	1280	5.38883	1.00000	11.95202	10.15683	4.91063	2023-03-29 01:44:26	600	6.26427	other	43.77388	741906	9.86743	177.27399	7.42320
923	45.26324	8.34917	50.88883	5785219204078	44.57009	9.55250	52.01452	1.57905	5.10841	1366	8.77961	1.00000	6.85820	10.80361	3.38425	2021-11-12 04:12:36	768	8.55597	other	40.73581	975610	8.55002	173.62448	10.45387
1812	71.05997	10.49377	27.60712	9524824328399	64.30471	0.84389	59.92989	6.01741	11.11057	1366	6.94304	1.00000	12.12070	9.45487	10.39022	2022-04-19 20:39:37	768	9.17750	chrome	49.39583	1285774	7.07022	154.85498	6.82762
1673	41.66198	11.54945	17.38587	4755927610936	55.92360	0.84558	41.01946	3.16397	9.91146	lower	5.17209	1.00000	11.62207	8.17657	10.46879	2018-10-13 05:46:23	600	8.99003	chrome	13.47589	285929	10.22504	259.82292	7.37487
624	28.31418	10.95451	38.00782	7822650315241	50.14460	0.78386	47.16395	2.07396	6.44573	1920	6.07694	1.00000	10.08199	9.73448	7.12267	2019-07-01 16:29:09	768	6.82208	safari	45.59745	107597	8.21893	248.08874	7.21057
1437	54.42163	7.50276	31.47753	4127070301915	63.81405	0.51902	57.24275	2.69692	11.33471	800	6.34447	1.00000	9.16350	11.58107	11.43229	2020-05-30 13:42:55	768	8.43872	edge	54.28493	1238777	8.75237	143.24562	5.48678
857	64.27758	9.27109	63.40888	5573185171001	36.01847	0.78458	41.32468	12.37798	8.44263	1280	8.92907	0.00000	7.56826	7.23970	12.89122	2020-07-10 01:42:29	1024	8.53954	safari	58.17763	1324568	9.01485	147.84853	7.10006
1375	50.42752	5.92756	64.40569	1715370007045	48.61265	0.85848	71.09346	2.54770	10.92945	1280	6.47928	1.00000	5.08254	10.34139	13.20057	2020-03-25 10:24:33	lower	10.23484	chrome	60.92899	836098	8.09173	161.05307	7.45061
1881	43.99588	6.82206	42.59873	8176127632911	48.43612	0.46066	41.36707	8.14118	10.84115	800	5.10061	0.00000	7.85557	11.07613	11.48460	2020-05-30 22:58:54	600	5.81055	mobile	48.55813	1472361	10.01094	144.13530	5.67420
339	44.12280	6.06743	69.32302	7907501235814	56.89845	0.75799	49.89218	2.09027	10.54457	1024	5.85660	0.00000	8.98677	10.38791	9.08491	2019-12-18 09:28:49	600	7.64641	edge	45.45192	240600	7.36609	129.86625	5.44173
2090	58.26211	10.42034	41.05736	1100628159575	68.28484	0.68159	32.89636	2.26938	8.10030	1920	7.23479	1.00000	11.04445	12.47907	7.27096	2021-05-26 21:41:35	600	9.97765	mobile	33.66713	182209	9.57198	149.98858	6.38289
1338	58.13150	13.17186	51.06135	6824357279667	46.32127	4.53684	31.96856	1.86826	10.89417	1280	5.87178	1.00000	13.45317	7.05132	9.46859	2021-12-21 00:30:38	600	10.39286	chrome	40.00069	279946	9.20188	114.76902	9.67362
529	49.48244	7.61408	64.54851	8016594213452	47.42474	1.16726	51.36768	5.97054	9.53393	1366	7.04129	0.00000	7.80775	10.46668	9.66269	2021-11-02 02:31:54	higher	8.30898	mobile	54.27845	92175	9.31598	79.40020	7.50480
1803	57.18826	10.25812	51.85199	6256635351275	23.20719	0.76405	34.07027	4.27218	8.27546	1920	6.50757	1.00000	13.46519	10.46269	4.36193	2021-09-09 04:13:55	1080	6.97472	chrome	82.91236	172144	9.13363	73.39738	6.34662
376	48.60694	7.93297	36.60893	3130382458872	29.11529	0.99045	63.70856	3.72401	10.49339	800	9.16126	0.00000	9.77560	8.20438	10.43050	2023-01-04 06:17:06	1024	8.34190	chrome	41.69013	1149767	8.07961	123.22889	6.92018
